,Network Measure,Score,Interaction,Gender,Strain,Group,File
0,eigenvector centrality,0.32955063839060944,Centers-Close,Male,NACvsCC,1,fixed_Male-NacvsCC_3vs3Males_P60_CCvsNAC_Group8V_Interaction_30min_cam_2_Sat_09_07_2019_mjpeg_tracks.mat
1,eigenvector centrality,0.33235462158663676,Centers-Close,Male,NACvsCC,2,fixed_Male-NacvsCC_3vs3Males_P60_NACvsCC_Group4N_interaction_30min_cam_2_Tue_08_06_2019_mjpeg_tracks.mat
2,eigenvector centrality,0.3295517465030202,Centers-Close,Male,NACvsCC,3,fixed_Male-NacvsCC_3vs3Males_P60_NACvsCC_Group5O_interaction_30min_cam_2_Tue_08_06_2019_mjpeg_tracks.mat
3,eigenvector centrality,0.3285987126880388,Centers-Close,Male,NACvsCC,4,fixed_Male-NacvsCC_3vs3Males_P60_NACvsCC_Group6P_interaction_30min_cam_2_Wed_08_07_2019_mjpeg_tracks.mat
4,eigenvector centrality,0.3322915969586944,Centers-Close,Male,NACvsCC,5,fixed_Male-NacvsCC_3vs3Males_P60_NacvsCC_Group1F_interaction_30min_cam_2_Wed_07_24_2019_mjpeg_tracks.mat
5,eigenvector centrality,0.3304061881439426,Centers-Close,Male,NACvsCC,6,fixed_Male-NacvsCC_3vs3Males_P60_NacvsCC_Group2G_interaction_30min_cam_2_Wed_07_24_2019_mjpeg_tracks.mat
6,eigenvector centrality,0.3286646502793539,Centers-Close,Male,NACvsCC,7,fixed_Male-NacvsCC_3vs3Males_P60_NacvsCC_Group3I_interaction_30min_cam_2_Tue_07_30_2019_mjpeg_tracks.mat
7,eigenvector centrality,0.3295112880625968,Centers-Close,Male,NACvsCC,8,fixed_Male-NacvsCC_3vs3Males_P60_NacvsCC_Group7R_interaction_30min_cam_2_Wed_08_28_2019_mjpeg_tracks.mat
8,eigenvector centrality,0.3319902710352198,Centers-Close,Male,NACvsCC,9,fixed_Male-NacvsCC_3vs3Males_P60_NacvsCC_Group9X_interaction_30min_cam_2_Wed_09_18_2019_mjpeg_tracks.mat
9,eigenvector centrality,0.3293474974891951,Centers-Close,Female,CCvsCC,10,fixed_Female-CCvsCC_3vs3Females_P60_CCvsCC_Group10Q_interaction_30min_cam_2_Thu_08_08_2019_mjpeg_tracks.mat
10,eigenvector centrality,0.3310656796503166,Centers-Close,Female,CCvsCC,11,fixed_Female-CCvsCC_3vs3Females_P60_CCvsCC_Group1_Interaction_30min_cam_2_Thu_01_10_2019_mjpeg_tracks.mat
11,eigenvector centrality,0.333038427934252,Centers-Close,Female,CCvsCC,12,fixed_Female-CCvsCC_3vs3Females_P60_CCvsCC_Group2G_interaction_30mins_cam_2_Tue_01_15_2019_mjpeg_tracks.mat
12,eigenvector centrality,0.32947453707234964,Centers-Close,Female,CCvsCC,13,fixed_Female-CCvsCC_3vs3Females_P60_CCvsCC_Group3K_interaction_30mins_cam_2_Thu_03_14_2019_mjpeg_tracks.mat
13,eigenvector centrality,0.3321434005691528,Centers-Close,Female,CCvsCC,14,fixed_Female-CCvsCC_3vs3Females_P60_CCvsCC_Group4L_interaction_30min_cam_2_Thu_03_28_2019_mjpeg_tracks.mat
