,Network Measure,Score,Interaction,Gender,Strain,Care,Group,File
0,power centrality,0.1437426884957749,Oriented-Towards,Male,NACvsCC,CC,0,fixed_Male-NacvsCC_3vs3Males_P60_CCvsNAC_Group8V_Interaction_30min_cam_2_Sat_09_07_2019_mjpeg_tracks.mat
1,power centrality,0.1895906448375584,Oriented-Towards,Male,NACvsCC,NAC,0,fixed_Male-NacvsCC_3vs3Males_P60_CCvsNAC_Group8V_Interaction_30min_cam_2_Sat_09_07_2019_mjpeg_tracks.mat
2,power centrality,0.16575091575091574,Oriented-Towards,Male,NACvsCC,CC,0,fixed_Male-NacvsCC_3vs3Males_P60_NACvsCC_Group4N_interaction_30min_cam_2_Tue_08_06_2019_mjpeg_tracks.mat
3,power centrality,0.16758241758241757,Oriented-Towards,Male,NACvsCC,NAC,0,fixed_Male-NacvsCC_3vs3Males_P60_NACvsCC_Group4N_interaction_30min_cam_2_Tue_08_06_2019_mjpeg_tracks.mat
4,power centrality,0.14987104211242142,Oriented-Towards,Male,NACvsCC,CC,0,fixed_Male-NacvsCC_3vs3Males_P60_NACvsCC_Group5O_interaction_30min_cam_2_Tue_08_06_2019_mjpeg_tracks.mat
5,power centrality,0.18346229122091193,Oriented-Towards,Male,NACvsCC,NAC,0,fixed_Male-NacvsCC_3vs3Males_P60_NACvsCC_Group5O_interaction_30min_cam_2_Tue_08_06_2019_mjpeg_tracks.mat
6,power centrality,0.1756825091008764,Oriented-Towards,Male,NACvsCC,CC,0,fixed_Male-NacvsCC_3vs3Males_P60_NACvsCC_Group6P_interaction_30min_cam_2_Wed_08_07_2019_mjpeg_tracks.mat
7,power centrality,0.15765082423245688,Oriented-Towards,Male,NACvsCC,NAC,0,fixed_Male-NacvsCC_3vs3Males_P60_NACvsCC_Group6P_interaction_30min_cam_2_Wed_08_07_2019_mjpeg_tracks.mat
8,power centrality,0.1752974290103003,Oriented-Towards,Male,NACvsCC,CC,0,fixed_Male-NacvsCC_3vs3Males_P60_NacvsCC_Group1F_interaction_30min_cam_2_Wed_07_24_2019_mjpeg_tracks.mat
9,power centrality,0.15803590432303305,Oriented-Towards,Male,NACvsCC,NAC,0,fixed_Male-NacvsCC_3vs3Males_P60_NacvsCC_Group1F_interaction_30min_cam_2_Wed_07_24_2019_mjpeg_tracks.mat
10,power centrality,0.17456265281786112,Oriented-Towards,Male,NACvsCC,CC,0,fixed_Male-NacvsCC_3vs3Males_P60_NacvsCC_Group2G_interaction_30min_cam_2_Wed_07_24_2019_mjpeg_tracks.mat
11,power centrality,0.15877068051547216,Oriented-Towards,Male,NACvsCC,NAC,0,fixed_Male-NacvsCC_3vs3Males_P60_NacvsCC_Group2G_interaction_30min_cam_2_Wed_07_24_2019_mjpeg_tracks.mat
12,power centrality,0.1727776497007266,Oriented-Towards,Male,NACvsCC,CC,0,fixed_Male-NacvsCC_3vs3Males_P60_NacvsCC_Group3I_interaction_30min_cam_2_Tue_07_30_2019_mjpeg_tracks.mat
13,power centrality,0.16055568363260667,Oriented-Towards,Male,NACvsCC,NAC,0,fixed_Male-NacvsCC_3vs3Males_P60_NacvsCC_Group3I_interaction_30min_cam_2_Tue_07_30_2019_mjpeg_tracks.mat
14,power centrality,0.16597884824925638,Oriented-Towards,Male,NACvsCC,CC,0,fixed_Male-NacvsCC_3vs3Males_P60_NacvsCC_Group7R_interaction_30min_cam_2_Wed_08_28_2019_mjpeg_tracks.mat
15,power centrality,0.16735448508407696,Oriented-Towards,Male,NACvsCC,NAC,0,fixed_Male-NacvsCC_3vs3Males_P60_NacvsCC_Group7R_interaction_30min_cam_2_Wed_08_28_2019_mjpeg_tracks.mat
16,power centrality,0.17152676574719583,Oriented-Towards,Male,NACvsCC,CC,0,fixed_Male-NacvsCC_3vs3Males_P60_NacvsCC_Group9X_interaction_30min_cam_2_Wed_09_18_2019_mjpeg_tracks.mat
17,power centrality,0.16180656758613746,Oriented-Towards,Male,NACvsCC,NAC,0,fixed_Male-NacvsCC_3vs3Males_P60_NacvsCC_Group9X_interaction_30min_cam_2_Wed_09_18_2019_mjpeg_tracks.mat
18,power centrality,0.19384100747737112,Oriented-Towards,Female,CCvsCC,CC1,0,fixed_Female-CCvsCC_3vs3Females_P60_CCvsCC_Group10Q_interaction_30min_cam_2_Thu_08_08_2019_mjpeg_tracks.mat
19,power centrality,0.1394923258559622,Oriented-Towards,Female,CCvsCC,CC2,0,fixed_Female-CCvsCC_3vs3Females_P60_CCvsCC_Group10Q_interaction_30min_cam_2_Thu_08_08_2019_mjpeg_tracks.mat
20,power centrality,0.13860640301318267,Oriented-Towards,Female,CCvsCC,CC1,0,fixed_Female-CCvsCC_3vs3Females_P60_CCvsCC_Group1_Interaction_30min_cam_2_Thu_01_10_2019_mjpeg_tracks.mat
21,power centrality,0.19472693032015062,Oriented-Towards,Female,CCvsCC,CC2,0,fixed_Female-CCvsCC_3vs3Females_P60_CCvsCC_Group1_Interaction_30min_cam_2_Thu_01_10_2019_mjpeg_tracks.mat
22,power centrality,inf,Oriented-Towards,Female,CCvsCC,CC1,0,fixed_Female-CCvsCC_3vs3Females_P60_CCvsCC_Group2G_interaction_30mins_cam_2_Tue_01_15_2019_mjpeg_tracks.mat
23,power centrality,-inf,Oriented-Towards,Female,CCvsCC,CC2,0,fixed_Female-CCvsCC_3vs3Females_P60_CCvsCC_Group2G_interaction_30mins_cam_2_Tue_01_15_2019_mjpeg_tracks.mat
24,power centrality,0.12193121693121689,Oriented-Towards,Female,CCvsCC,CC1,0,fixed_Female-CCvsCC_3vs3Females_P60_CCvsCC_Group3K_interaction_30mins_cam_2_Thu_03_14_2019_mjpeg_tracks.mat
25,power centrality,0.2114021164021164,Oriented-Towards,Female,CCvsCC,CC2,0,fixed_Female-CCvsCC_3vs3Females_P60_CCvsCC_Group3K_interaction_30mins_cam_2_Thu_03_14_2019_mjpeg_tracks.mat
26,power centrality,0.151319359652693,Oriented-Towards,Female,CCvsCC,CC1,0,fixed_Female-CCvsCC_3vs3Females_P60_CCvsCC_Group4L_interaction_30min_cam_2_Thu_03_28_2019_mjpeg_tracks.mat
27,power centrality,0.18201397368064035,Oriented-Towards,Female,CCvsCC,CC2,0,fixed_Female-CCvsCC_3vs3Females_P60_CCvsCC_Group4L_interaction_30min_cam_2_Thu_03_28_2019_mjpeg_tracks.mat
28,power centrality,0.16047178130511464,Oriented-Towards,Female,CCvsCC,CC1,0,fixed_Female-CCvsCC_3vs3Females_P60_CCvsCC_Group5P_30minutes_interaction_cam_2_Wed_04_17_2019_mjpeg_tracks.mat
29,power centrality,0.1728615520282187,Oriented-Towards,Female,CCvsCC,CC2,0,fixed_Female-CCvsCC_3vs3Females_P60_CCvsCC_Group5P_30minutes_interaction_cam_2_Wed_04_17_2019_mjpeg_tracks.mat
30,power centrality,0.1921640859140859,Oriented-Towards,Female,CCvsCC,CC1,0,fixed_Female-CCvsCC_3vs3Females_P60_CCvsCC_Group6O_30minutes_interaction__cam_2_Wed_04_17_2019_mjpeg_tracks.mat
31,power centrality,0.1411692474192474,Oriented-Towards,Female,CCvsCC,CC2,0,fixed_Female-CCvsCC_3vs3Females_P60_CCvsCC_Group6O_30minutes_interaction__cam_2_Wed_04_17_2019_mjpeg_tracks.mat
32,power centrality,0.14360845872473776,Oriented-Towards,Female,CCvsCC,CC1,0,fixed_Female-CCvsCC_3vs3Females_P60_CCvsCC_Group7R_Interaction_30min_cam_2_Tue_04_23_2019_mjpeg_tracks.mat
33,power centrality,0.18972487460859552,Oriented-Towards,Female,CCvsCC,CC2,0,fixed_Female-CCvsCC_3vs3Females_P60_CCvsCC_Group7R_Interaction_30min_cam_2_Tue_04_23_2019_mjpeg_tracks.mat
34,power centrality,0.16652876908901004,Oriented-Towards,Female,CCvsCC,CC1,0,fixed_Female-CCvsCC_3vs3Females_P60_CCvsCC_Group7Z_30minutes_interaction_cam_2_Wed_06_19_2019_mjpeg_tracks.mat
35,power centrality,-inf,Oriented-Towards,Female,CCvsCC,CC2,0,fixed_Female-CCvsCC_3vs3Females_P60_CCvsCC_Group7Z_30minutes_interaction_cam_2_Wed_06_19_2019_mjpeg_tracks.mat
36,power centrality,0.18802255750785163,Oriented-Towards,Female,CCvsCC,CC1,0,fixed_Female-CCvsCC_3vs3Females_P60_CCvsCC_Group8M_interaction_30min_cam_2_Thu_08_01_2019_mjpeg_tracks.mat
37,power centrality,0.1453107758254817,Oriented-Towards,Female,CCvsCC,CC2,0,fixed_Female-CCvsCC_3vs3Females_P60_CCvsCC_Group8M_interaction_30min_cam_2_Thu_08_01_2019_mjpeg_tracks.mat
38,power centrality,0.17727957362993857,Oriented-Towards,Female,CCvsCC,CC1,0,fixed_Female-CCvsCC_3vs3Females_P60_CCvsCC_Group9L_interaction_30min_cam_2_Thu_08_01_2019_mjpeg_tracks.mat
39,power centrality,0.15605375970339475,Oriented-Towards,Female,CCvsCC,CC2,0,fixed_Female-CCvsCC_3vs3Females_P60_CCvsCC_Group9L_interaction_30min_cam_2_Thu_08_01_2019_mjpeg_tracks.mat
40,power centrality,0.16201574569221627,Oriented-Towards,Female,FCvsCC,CC,0,fixed_Female-FCvsCC_3vs3Females_P60_FCvsCC_Group10J_interaction_30min_cam_2_Tue_07_16_2019_mjpeg_tracks.mat
41,power centrality,0.17131758764111704,Oriented-Towards,Female,FCvsCC,FC,0,fixed_Female-FCvsCC_3vs3Females_P60_FCvsCC_Group10J_interaction_30min_cam_2_Tue_07_16_2019_mjpeg_tracks.mat
42,power centrality,0.16620822241940256,Oriented-Towards,Female,FCvsCC,CC,0,fixed_Female-FCvsCC_3vs3Females_P60_FCvsCC_Group11K_interaction_30min_cam_2_Tue_07_16_2019_mjpeg_tracks.mat
43,power centrality,0.16712511091393079,Oriented-Towards,Female,FCvsCC,FC,0,fixed_Female-FCvsCC_3vs3Females_P60_FCvsCC_Group11K_interaction_30min_cam_2_Tue_07_16_2019_mjpeg_tracks.mat
44,power centrality,0.17545622895622895,Oriented-Towards,Female,FCvsCC,CC,0,fixed_Female-FCvsCC_3vs3Females_P60_FCvsCC_Group12H_interaction_30min_cam_2_Wed_07_17_2019_mjpeg_tracks.mat
45,power centrality,0.15787710437710437,Oriented-Towards,Female,FCvsCC,FC,0,fixed_Female-FCvsCC_3vs3Females_P60_FCvsCC_Group12H_interaction_30min_cam_2_Wed_07_17_2019_mjpeg_tracks.mat
46,power centrality,0.15156393480257116,Oriented-Towards,Female,FCvsCC,CC,0,fixed_Female-FCvsCC_3vs3Females_P60_FCvsCC_Group1_Interaction_0_30_min_cam_2_Wed_09_26_2018_mjpeg_tracks.mat
47,power centrality,0.18176939853076216,Oriented-Towards,Female,FCvsCC,FC,0,fixed_Female-FCvsCC_3vs3Females_P60_FCvsCC_Group1_Interaction_0_30_min_cam_2_Wed_09_26_2018_mjpeg_tracks.mat
